Rank,Stock,Ticker,Type,Quantity,Market Value,% Portfolio,Previous % Portfolio,Change,% Change,Change Type,% Ownership,Sector,Source Type,Source Date,Avg Price
3462,ETFMG PRIME JUNIOR SILVER MINERS ETF,SILJ,CALL,521000.0,7518000.0,0.0018413,0.0023,-12400.0,-2.324709,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
3463,KNIGHT TRANSPORTATION INC.,KNX,CALL,156300.0,7516000.0,0.00184081,0.0013,33100.0,26.866883,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
3464,ARCHER-DANIELS-MIDLAND CO.,ADM,PUT,131800.0,7513000.0,0.00184008,0.002,-18300.0,-12.191872,REDUCTION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
3465,KB HOME INC.,KBH,PUT,161300.0,7505000.0,0.00183812,0.002,-70300.0,-30.354059,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3466,ISHARES MSCI PHILIPPINES ETF,EPHE,N/A,256551.0,7496000.0,0.00183592,N/A,256551.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,29.22
3467,QUANTA SERVICES  INC.,PWR,CALL,85100.0,7487000.0,0.00183371,0.002,-23900.0,-21.926606,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3468,VONTIER CORP.,VNT,N/A,247328.0,7486000.0,0.00183347,0.0184,-1871650.0,-88.327958,REDUCTION,0.1467416,INDUSTRIALS,13F,03/31/2021,33.4
3469,PIMCO 15+ YEAR U.S. TIPS INDEX ETF,LTPZ,N/A,92677.0,7484000.0,0.00183298,0.0004,73213.0,376.145705,ADDITION,NO DATA,FINANCE,13F,03/31/2021,80.9915
3470,FLUOR CORP.,FLR,N/A,324043.0,7483000.0,0.00183273,0.0003,260546.0,410.328047,ADDITION,0.2300506,INDUSTRIALS,13F,03/31/2021,20.2918
3471,CYTOKINETICS INC,CYTK,N/A,321716.0,7483000.0,0.00183273,0.0005,221545.0,221.166805,ADDITION,0.4524165,HEALTH CARE,13F,03/31/2021,21.124
3472,GOGO INC,GOGO,CALL,773400.0,7471000.0,0.00182979,0.003,-411200.0,-34.712139,REDUCTION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
3473,LIGAND PHARMACEUTICALS  INC.,LGND,CALL,49000.0,7470000.0,0.00182955,0.004,-105000.0,-68.181818,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3474,MARATHON OIL CORP. (1901) (OLD U.S. STEEL),MRO,PUT,698900.0,7464000.0,0.00182808,0.0018,-320700.0,-31.453511,REDUCTION,N/A,ENERGY,13F,03/31/2021,N/A
3475,COPART INC.,CPRT,CALL,68700.0,7462000.0,0.00182759,0.0032,-27700.0,-28.73444,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3476,EASTMAN CHEMICAL CO.,EMN,CALL,67700.0,7455000.0,0.00182587,0.0016,4800.0,7.631161,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3477,DINE BRANDS GLOBAL INC,DIN,CALL,82800.0,7454000.0,0.00182563,0.0015,-18400.0,-18.181818,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3478,APTARGROUP  INC.,ATR,N/A,52611.0,7453000.0,0.00182538,0.003,-30970.0,-37.053876,REDUCTION,0.0807373,MATERIALS,13F,03/31/2021,111.37
3479,ROLLINS  INC.,ROL,N/A,216526.0,7452000.0,0.00182514,0.003,-78884.0,-26.703226,REDUCTION,0.0439978,INDUSTRIALS,13F,03/31/2021,22.7
3480,THE EXONE CO,XONE,CALL,237500.0,7448000.0,0.00182416,0.0001,195800.0,469.544365,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
3481,AMERIPRISE FINANCIAL  INC.,AMP,CALL,32000.0,7438000.0,0.00182171,0.0014,4300.0,15.523466,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3482,DIREXION SHS ETF TR DAILY JR GOLD MI,JNUG,PUT,95000.0,7427000.0,0.00181902,0.003,-1660.0,-1.71736,REDUCTION,N/A, ,13F,03/31/2021,N/A
3483,LOUISIANA PACIFIC CORP.,LPX,CALL,133800.0,7421000.0,0.00181755,0.0003,101300.0,311.692308,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3484,BRUNSWICK CORP.,BC,CALL,77800.0,7420000.0,0.0018173,0.0013,13300.0,20.620155,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3485,DYNATRACE INC,DT,CALL,153800.0,7419000.0,0.00181706,0.0016,15700.0,11.368573,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3486,CHEMOURS CO (THE),CC,CALL,265800.0,7418000.0,0.00181681,0.0011,98800.0,59.161677,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3487,ISHARES ROBOTICS AND ARTIFICIAL INTELLIG,IRBO,N/A,171846.0,7413000.0,0.00181559,0.0013,42850.0,33.218084,ADDITION,NO DATA,FINANCE,13F,03/31/2021,34.7553
3488,AMC ENTERTAINMENT HOLDINGS INC,AMC,N/A,724599.0,7398000.0,0.00181191,0.0002,449722.0,163.60845,ADDITION,0.1609661,CONSUMER DISCRETIONARY,13F,03/31/2021,8.1236
3489,JFROG LTD.,FROG,CALL,166600.0,7392000.0,0.00181044,0.0019,52500.0,46.01227,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3490,YELP INC.,YELP,CALL,189500.0,7391000.0,0.0018102,0.0038,-256900.0,-57.549283,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3491,WINGSTOP INC,WING,PUT,58100.0,7389000.0,0.00180971,0.003,-28500.0,-32.909931,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3492,SURFACE ONCOLOGY INC,SURF,N/A,945849.0,7377000.0,0.00180677,0.0001,887474.0,1520.298073,ADDITION,2.2667160,HEALTH CARE,13F,03/31/2021,7.8889
3493,ROBERT HALF INTERNATIONAL  INC.,RHI,N/A,94326.0,7364000.0,0.00180359,0.0004,67144.0,247.016408,ADDITION,0.0833822,INDUSTRIALS,13F,03/31/2021,73.5774
3494,CHURCH & DWIGHT CO.  INC.,CHD,CALL,84300.0,7364000.0,0.00180359,0.0016,12200.0,16.920943,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
3495,MAGNOLIA OIL & GAS CORP CLASS A,MGY,N/A,641014.0,7359000.0,0.00180236,0.0009,124956.0,24.213557,ADDITION,0.3621232,FINANCE,13F,03/31/2021,9.7813
3496,HDFC BANK LTD ADR,HDB,CALL,94600.0,7349000.0,0.00179991,0.0014,20200.0,27.150538,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3497,LYONDELLBASELL INDUSTRIES NV,LYB,PUT,70600.0,7346000.0,0.00179918,0.0016,4600.0,6.969697,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3498,HUNT (J.B.) TRANSPORT SERVICES  INC.,JBHT,CALL,43700.0,7345000.0,0.00179893,0.0014,5600.0,14.698163,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
3499,DIREXION SHS ETF TR DAILY REGIONAL B,DPST,CALL,31700.0,7344000.0,0.00179869,N/A,31700.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
3500,OMNICOM GROUP INC.,OMC,CALL,99000.0,7341000.0,0.00179795,0.0028,-74000.0,-42.774566,REDUCTION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
3501,J2 GLOBAL INC,JCOM,N/A,61175.0,7333000.0,0.00179599,0.0038,-89104.0,-59.292383,REDUCTION,0.1354312,INFORMATION TECHNOLOGY,13F,03/31/2021,65.46
3502,VIZIO HOLDING CORP,VZIO,N/A,302344.0,7332000.0,0.00179575,N/A,302344.0,N/A,NEW,NO DATA,CONSUMER DISCRETIONARY,13F,03/31/2021,24.25
3503,MACERICH COMPANY (THE),MAC,N/A,626622.0,7331000.0,0.0017955,0.0015,72324.0,13.047855,ADDITION,0.4192225,REAL ESTATE,13F,03/31/2021,8.6659
3504,BANK OF NOVA SCOTIA (NYSE) ADR,BNS,PUT,117100.0,7325000.0,0.00179403,0.001,44500.0,61.294766,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3505,BEACON ROOFING SUPPLY INC,BECN,PUT,140000.0,7325000.0,0.00179403,0.0004,100500.0,254.43038,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3506,DIAMONDPEAK HOLDINGS CORP,RIDE,N/A,622335.0,7325000.0,0.00179403,0.0002,586827.0,1652.661372,ADDITION,8.8905000,FINANCE,13F,03/31/2021,12.3143
3507,ONE EQUITY PARTNERS OPEN WATER I CORP CL,OEPW,N/A,750166.0,7322000.0,0.0017933,N/A,750166.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.76
3508,DOMO INC,DOMO,N/A,129978.0,7316000.0,0.00179183,0.0011,66302.0,104.124003,ADDITION,0.4870715,INFORMATION TECHNOLOGY,13F,03/31/2021,43.4596
3509,STAAR SURGICAL CO.,STAA,PUT,69400.0,7315000.0,0.00179159,0.0018,-16700.0,-19.396051,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3510,SATSUMA PHARMACEUTICALS INC,STSA,N/A,1237498.0,7314000.0,0.00179134,0.0004,872713.0,239.240374,ADDITION,7.1029901,HEALTH CARE,13F,03/31/2021,8.7074
3511,MATERIALISE NV ADR,MTLS,N/A,203280.0,7308000.0,0.00178987,N/A,203280.0,N/A,NEW,0.3880765,INFORMATION TECHNOLOGY,13F,03/31/2021,35.95
3512,SPDR S&P HEALTH CARE ETF,XLV,N/A,62429.0,7288000.0,0.00178497,0.0056,-128765.0,-67.347825,REDUCTION,NO DATA,HEALTH CARE,13F,03/31/2021,105.96
3513,HENRY (JACK) & ASSOCIATES  INC.,JKHY,CALL,48000.0,7283000.0,0.00178375,0.001,24000.0,100.0,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3514,MONEYGRAM INTERNATIONAL INC,MGI,N/A,1108138.0,7281000.0,0.00178326,0.0006,685001.0,161.886339,ADDITION,1.4284095,FINANCE,13F,03/31/2021,5.1724
3515,CANADIAN NATURAL RESOURCES  LTD,CNQ,CALL,235800.0,7279000.0,0.00178277,0.0026,-185200.0,-43.990499,REDUCTION,N/A,ENERGY,13F,03/31/2021,N/A
3516,TG THERAPEUTICS INC,TGTX,PUT,151000.0,7278000.0,0.00178252,0.0042,-158200.0,-51.164295,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3517,LIBERTY MEDIA ACQUISITION CORP,LMACU,N/A,679218.0,7274000.0,0.00178154,N/A,679218.0,N/A,NEW,1.3584360, ,13F,03/31/2021,10.71
3518,VIRTUOSO ACQUISITION CORP CLASS A,VOSO,N/A,756485.0,7270000.0,0.00178056,N/A,756485.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.67
3520,SHOCKWAVE MEDICAL INC,SWAV,CALL,55800.0,7269000.0,0.00178032,0.0026,-41300.0,-42.533471,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3521,LITHIUM AMERICAS CORP,LAC,PUT,451900.0,7262000.0,0.0017786,0.0004,319500.0,241.314199,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3522,THE EXONE CO,XONE,PUT,231500.0,7260000.0,0.00177811,0.0001,203500.0,726.785714,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
3523,COOPER COMPANIES (THE),COO,PUT,18900.0,7259000.0,0.00177787,0.001,8700.0,85.294118,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3524,SORRENTO THERAPEUTICS INC,SRNE,CALL,876600.0,7249000.0,0.00177542,0.0017,-69800.0,-7.375317,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3525,DISCOVERY INC SERIES C,DISCK,PUT,196400.0,7245000.0,0.00177444,0.0001,175100.0,822.065728,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
3526,KIRKLAND LAKE GOLD LTD,KL,CALL,214300.0,7243000.0,0.00177395,0.0031,-70800.0,-24.833392,REDUCTION,N/A,MATERIALS,13F,03/31/2021,N/A
3527,DCP MIDSTREAM LP,DCP,CALL,334200.0,7239000.0,0.00177297,0.001,122000.0,57.492931,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
3528,VIASAT INC.,VSAT,N/A,150437.0,7232000.0,0.00177126,0.0001,136747.0,998.882396,ADDITION,0.2195990,INFORMATION TECHNOLOGY,13F,03/31/2021,48.444
3529,ETSY INC,ETSY,N/A,35855.0,7231000.0,0.00177101,0.0183,-359419.0,-90.929077,REDUCTION,0.0284452,CONSUMER DISCRETIONARY,13F,03/31/2021,148.76
3530,TERADATA CORP.,TDC,CALL,187600.0,7230000.0,0.00177077,0.0002,147500.0,367.830424,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3531,AMERICAN WATER WORKS CO INC,AWK,CALL,48200.0,7226000.0,0.00176979,0.0021,-3500.0,-6.769826,REDUCTION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
3532,BORG WARNER INC,BWA,CALL,155794.0,7223000.0,0.00176905,0.0011,42124.0,37.058151,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3533,PROTO LABS INC,PRLB,CALL,59300.0,7220000.0,0.00176832,0.0021,6900.0,13.167939,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3534,INVESCO DB AGRICULTURE FUND,DBA,CALL,426100.0,7218000.0,0.00176783,0.0007,270300.0,173.491656,ADDITION,NO DATA,CONSUMER STAPLES,13F,03/31/2021,N/A
3535,CITIZENS FINANCIAL GROUP INC,CFG,PUT,163200.0,7205000.0,0.00176464,0.0012,37000.0,29.318542,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3536,POWER INTEGRATIONS  INC.,POWI,N/A,88355.0,7200000.0,0.00176342,N/A,88355.0,N/A,NEW,0.1471263,INFORMATION TECHNOLOGY,13F,03/31/2021,81.48
3537,ALTICE USA INC,ATUS,N/A,221328.0,7200000.0,0.00176342,0.0017,44360.0,25.066679,ADDITION,0.0467709,CONSUMER DISCRETIONARY,13F,03/31/2021,25.3338
3538,AUTOMATIC DATA PROCESSING INC,ADP,N/A,38182.0,7196000.0,0.00176244,0.0033,-33939.0,-47.058416,REDUCTION,0.0089223,INFORMATION TECHNOLOGY,13F,03/31/2021,172.1
3539,PLATINUM GROUP METALS LTD,PLG,PRN,11990000.0,7194000.0,0.00176195,0.002,0.0,0.0,N/A,N/A,MATERIALS,13F,03/31/2021,N/A
3540,FS DEVELOPMENT CORP II,FSII,N/A,721766.0,7189000.0,0.00176073,N/A,721766.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.96
3541,INVESCO S&P 500 LOW VOLATILITY ETF,SPLV,N/A,123603.0,7188000.0,0.00176048,0.0008,70789.0,134.034536,ADDITION,NO DATA,FINANCE,13F,03/31/2021,55.4111
3542,CYTOMX THERAPEUTICS INC,CTMX,N/A,929910.0,7188000.0,0.00176048,0.0003,744644.0,401.932357,ADDITION,2.0117296,HEALTH CARE,13F,03/31/2021,7.5706
3543,REVANCE THERAPEUTICS INC,RVNC,PUT,256900.0,7181000.0,0.00175877,0.0023,-58700.0,-18.599493,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3544,KAIROS ACQUISITION CORP,KAIR,N/A,737311.0,7181000.0,0.00175877,N/A,737311.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.75
3545,CYMABAY THERAPEUTICS INC,CBAY,N/A,1580975.0,7178000.0,0.00175803,0.0038,-942450.0,-37.348049,REDUCTION,2.2930596,HEALTH CARE,13F,03/31/2021,9.25
3546,DIAGEO PLC ADR,DEO,CALL,43700.0,7176000.0,0.00175754,0.0013,12700.0,40.967742,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
3547,DESIGNER BRANDS INC,DBI,CALL,411700.0,7164000.0,0.0017546,0.0004,198100.0,92.743446,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3548,NORTH ATLANTIC ACQUISITION CORP CLASS A,NAAC,N/A,734452.0,7161000.0,0.00175387,N/A,734452.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.95
3549,LEGATO MERGER CORP,LEGOU,N/A,706550.0,7158000.0,0.00175313,N/A,706550.0,N/A,NEW,3.9290977, ,13F,03/31/2021,10.13
3550,ISHARES MSCI CHINA ETF,MCHI,PUT,87600.0,7157000.0,0.00175289,0.0005,61500.0,235.632184,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
3551,ZIONS BANCORP,ZION,CALL,130200.0,7156000.0,0.00175264,0.0029,-128200.0,-49.613003,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
3552,MOMO INC ADR,MOMO,N/A,485322.0,7154000.0,0.00175215,0.0031,-356192.0,-42.327519,REDUCTION,0.2879840,INFORMATION TECHNOLOGY,13F,03/31/2021,17.64
3553,BLACKLINE INC,BL,CALL,66000.0,7154000.0,0.00175215,0.0017,17400.0,35.802469,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3554,VANGUARD HIGH DIVIDEND YIELD ETF,VYM,CALL,70700.0,7147000.0,0.00175044,0.0028,-46200.0,-39.520958,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
3555,BORG WARNER INC,BWA,PUT,154143.0,7146000.0,0.00175019,0.0006,90348.0,141.622384,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3556,DEUTSCHE BANK AG (NYSE) ADR,DB,PUT,595400.0,7145000.0,0.00174995,0.003,-454200.0,-43.273628,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
3557,ISHARES MICROCAP ETF,IWC,CALL,48600.0,7142000.0,0.00174921,0.0001,45100.0,1288.571429,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
3558,SAP SE ADR,SAP,N/A,58093.0,7133000.0,0.00174701,0.007,-149775.0,-72.052937,REDUCTION,0.0047288,INFORMATION TECHNOLOGY,13F,03/31/2021,131.9
3559,ASPEN AEROGELS INC,ASPN,CALL,350700.0,7133000.0,0.00174701,0.0001,334500.0,2064.814815,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
3560,SLEEP NUMBER CORP,SNBR,PUT,49700.0,7131000.0,0.00174652,0.0013,-12700.0,-20.352564,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3561,EMPOWERMENT & INCLUSION CAPITAL I CORP.,EPWR,N/A,736663.0,7124000.0,0.00174481,N/A,736663.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.67
3562,BOISE CASCADE L.L.C.,BCC,N/A,118938.0,7116000.0,0.00174285,0.0018,-24261.0,-16.942157,REDUCTION,0.3033906,MATERIALS,13F,03/31/2021,38.99
3563,NEBULA ACQUISITION CORP,LPRO,CALL,200900.0,7116000.0,0.00174285,0.0008,112900.0,128.295455,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3564,YAMANA GOLD INC.,AUY,PUT,1638600.0,7112000.0,0.00174187,0.0017,491800.0,42.884548,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3565,ISHARES 0-3 MONTH TREASURY BOND ETF,SGOV,N/A,71075.0,7109000.0,0.00174113,0.0013,20047.0,39.286274,ADDITION,NO DATA,FINANCE,13F,03/31/2021,100.0186
3566,PROOFPOINT INC,PFPT,CALL,56500.0,7107000.0,0.00174064,0.0032,-34700.0,-38.048246,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3567,HEALTHEQUITY INC,HQY,CALL,104500.0,7106000.0,0.0017404,0.0012,38000.0,57.142857,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3568,MASON INDUSTRIAL TECHNOLOGY  INC.,MIT.UN,N/A,713865.0,7096000.0,0.00173795,N/A,713865.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.94
3569,BOOZ ALLEN HAMILTON HOLDING CORP,BAH,PUT,88100.0,7095000.0,0.0017377,0.0007,55600.0,171.076923,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3570,VERU INC,VERU,N/A,658141.0,7092000.0,0.00173697,0.0001,610841.0,1291.418605,ADDITION,0.9152045,CONSUMER STAPLES,13F,03/31/2021,10.3423
3571,ISHARES ESG MSCI EM LEADERS ETF,LDEM,N/A,112716.0,7091000.0,0.00173672,0.0017,2724.0,2.476544,ADDITION,NO DATA,FINANCE,13F,03/31/2021,50.3803
3572,USHG ACQUISITION CORP.,HUGS.UN,N/A,704888.0,7084000.0,0.00173501,N/A,704888.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,10.05
3573,GEO GROUP  INC. (THE),GEO,N/A,912011.0,7077000.0,0.00173329,0.0006,673019.0,281.607334,ADDITION,0.7518177,INDUSTRIALS,13F,03/31/2021,9.4921
3574,CRONOS GROUP INC,CRON,PUT,748000.0,7076000.0,0.00173305,0.0017,-177800.0,-19.205012,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
3575,FIDELITY NATIONAL FINANCIAL INC,FNF,CALL,174000.0,7075000.0,0.0017328,0.0005,129000.0,286.666667,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3576,HELIX ACQUISITION CORP.,HLXA,N/A,693367.0,7073000.0,0.00173231,0.0019,6289.0,0.915325,ADDITION,5.8119614,FINANCE,13F,03/31/2021,11.3594
3577,MACQUARIE INFRASTRUCTURE CO,MIC,N/A,222224.0,7069000.0,0.00173133,0.0042,-203593.0,-47.812323,REDUCTION,0.2542717,TRANSPORTS,13F,03/31/2021,26.76
3578,MASONITE INTERNATIONAL CORP,DOOR,N/A,61342.0,7069000.0,0.00173133,N/A,61342.0,N/A,NEW,0.2510409,CONSUMER DISCRETIONARY,13F,03/31/2021,115.24
3579,SPDR S&P HOMEBUILDERS ETF,XHB,N/A,100313.0,7059000.0,0.00172889,0.001,32625.0,48.19909,ADDITION,NO DATA,CONSUMER DISCRETIONARY,13F,03/31/2021,61.7802
3580,TURQUOISE HILL RESOURCES LTD,TRQ,CALL,438700.0,7059000.0,0.00172889,0.0009,175400.0,66.616027,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3581,DIREXION DAILY S&P OIL AND GAS EXP AND P,GUSH,N/A,100168.0,7059000.0,0.00172889,0.0015,-46499.0,-31.703792,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,216131.91
3582,COTY INC.,COTY,PUT,781800.0,7044000.0,0.00172521,0.0009,312700.0,66.659561,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
3583,LITHIUM AMERICAS CORP,LAC,N/A,438216.0,7042000.0,0.00172472,0.0003,358819.0,451.930174,ADDITION,0.3669400,MATERIALS,13F,03/31/2021,15.2438
3584,GLOBANT S.A.,GLOB,PUT,33900.0,7038000.0,0.00172374,0.0017,3900.0,13.0,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3585,SCORPIO TANKERS INC,STNG,CALL,381100.0,7035000.0,0.00172301,0.0006,175150.0,85.044914,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
3586,KISMET ACQUISITION ONE CORP.,KSMT,N/A,710145.0,7030000.0,0.00172178,0.0007,458221.0,181.888585,ADDITION,2.2366772,FINANCE,13F,03/31/2021,9.971
3587,FLAME ACQUISITION CORP.,FLME.UN,N/A,707950.0,7029000.0,0.00172154,N/A,707950.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.93
3588,NLIGHT INC,LASR,N/A,216778.0,7024000.0,0.00172031,0.0016,32828.0,17.846154,ADDITION,0.5401319,INDUSTRIALS,13F,03/31/2021,26.1631
3589,VISTRA ENERGY CORP,VST,PUT,397200.0,7023000.0,0.00172007,0.0012,161900.0,68.80578,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
3590,EPAM SYSTEMS  INC.,EPAM,CALL,17700.0,7021000.0,0.00171958,0.0017,-600.0,-3.278689,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3591,ARROWHEAD PHARMACEUTICALS INC,ARWR,PUT,105800.0,7016000.0,0.00171835,0.0023,-9800.0,-8.477509,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3592,PROSPECTOR CAPITAL CORP.,PRSRU,N/A,698121.0,7016000.0,0.00171835,N/A,698121.0,N/A,NEW,2.7924840,FINANCE,13F,03/31/2021,10.07
3593,DERMTECH ORD SHS,DMTK,CALL,138100.0,7014000.0,0.00171786,0.0003,106700.0,339.808917,ADDITION,N/A, ,13F,03/31/2021,N/A
3594,SPROUT SOCIAL  INC.,SPT,CALL,121400.0,7012000.0,0.00171737,0.0003,92000.0,312.92517,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3595,TYLER TECHNOLOGIES INC,TYL,CALL,16500.0,7005000.0,0.00171566,0.0022,-3300.0,-16.666667,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3596,SERES THERAPEUTICS INC,MCRB,N/A,340202.0,7005000.0,0.00171566,0.0018,50631.0,17.484831,ADDITION,0.3716048,HEALTH CARE,13F,03/31/2021,22.3945
3597,CIRRUS LOGIC INC,CRUS,PUT,82600.0,7004000.0,0.00171542,0.0015,10900.0,15.202232,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3598,PLUM ACQUISITION I CORP,PLMIU,N/A,703722.0,7002000.0,0.00171493,N/A,703722.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.95
3599,ALAMOS GOLD INC,AGI,N/A,895439.0,6994000.0,0.00171297,0.0014,296764.0,49.570134,ADDITION,0.2279765,MATERIALS,13F,03/31/2021,7.917
3600,8X8 INC NEW NOTE 0.500% 2/0,PRN-8X8,PRN,5015000.0,6991000.0,0.00171223,0.0125,-28000000.0,-84.809935,REDUCTION,N/A, ,13F,03/31/2021,N/A
3601,EPIPHANY TECHNOLOGY ACQUISITION CORP.,EPHYU,N/A,697022.0,6991000.0,0.00171223,N/A,697022.0,N/A,NEW,1.9914914,FINANCE,13F,03/31/2021,10.03
3602,WEX  INC.,WEX,PUT,33400.0,6988000.0,0.0017115,0.0024,-11900.0,-26.269316,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
3603,HELMERICH & PAYNE  INC.,HP,PUT,259100.0,6985000.0,0.00171076,0.0009,102300.0,65.242347,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
3604,MAIN STREET CAPITAL CORP,MAIN,N/A,178291.0,6980000.0,0.00170954,0.0025,-119785.0,-40.18606,REDUCTION,0.2623148,FINANCE,13F,03/31/2021,32.26
3605,ECOLAB INC.,ECL,PUT,32600.0,6979000.0,0.00170929,0.0025,-11800.0,-26.576577,REDUCTION,N/A,MATERIALS,13F,03/31/2021,N/A
3606,NANOSTRING TECHNOLOGIES INC,NSTG,N/A,106189.0,6978000.0,0.00170905,0.0024,-30685.0,-22.418429,REDUCTION,0.2381863,HEALTH CARE,13F,03/31/2021,42.42
3607,EQUIFAX INC.,EFX,CALL,38500.0,6974000.0,0.00170807,0.0015,8900.0,30.067568,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3608,KEURIG DR PEPPER INC,KDP,CALL,202900.0,6974000.0,0.00170807,0.0003,166100.0,451.358696,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
